index,Image Name,AI generated Summary,Author Summary,Cosine_Similarity Score,ROUGE-WE,BertScore,BLEU Score,METEOR Score
10,images/F2.png," The flowchart shows the main steps of the proposed approach. Given a flowchart image, the first step is to preprocess the image and remove noise. Then, the graphic components are segmented and postprocessed. In the next step, the closed regions are segmented and the main orientation of the flowchart is checked. Then, the regions are classified into different types and the nodes and edges are identified. The next step is to associate the nodes and edges and identify the no-box nodes. Then, the edge properties are extracted and the text regions are identified. Finally, the text is extracted and recognized using OCR, and the output is generated.","A number of citations for each source was computed from Google Scholar. Based on the inclusion and exclusion criteria, Boolean search statements, and citation tracking, 105 sources were finally included for analysis as can be seen in Fig. 1.",17.70%,90.75%,83.15%,35.83%,77.08%
11,images/F21.png," The table summarizes different phenotype recognition models. The columns are:

- Rule based
- Hybrid
- Deep learning
- Year

The rows are:

- MetaMap
- NCBO
- OBO
- Doc2Hpo
- ClinPhen
- NCR
- Phenotagger
- BERN2
- PhenoBERT","Tsai (2003) reported that individuals' online information searching processes were made up of three domains: behavioral, procedural, and metacognitive. As shown in Fig. 1, these three domains include seven fundamental online information searching strategies (Tsai, 2009). Studying online information searching strategies based on a specific theoretical framework is important in terms of coming up with a systematic and holistic evaluation of these strategies (Hariri, Asadi, & Mansourian, 2014; Kinley, Tjondronegoro, Partridge, & Edwards, 2014). In this context, the present study is mostly based on Tsai's (2009) online information searching strategies framework.",3.47%,49.53%,78.16%,10.33%,74.89%
12,images/F22.png," The table shows the comparison of cryptographic strength after Sub-Bytes transformation. The plaintext is in English and Tamil. The mean, standard deviation, runs test score, and randomness are calculated. The results show that the cryptographic strength of the English sentence is lower than that of the Tamil sentences. This is because the Tamil sentences have a higher mean and standard deviation. The runs test score for the English sentence is also higher than that of the Tamil sentences. This indicates that the English sentence is less random than the Tamil sentences.",The back-round and research interests of the 171 literary critics who responded to the questionnaire were varied. Over 70% of the participating literary critics were men (124 of 167 respondents) and more than 80% were tenured (142 of 168 repondents). Seventy-five were professors and 67 were associate professors (see Table 1).,27.37%,52.54%,80.70%,42.12%,77.74%
13,images/F23.png," The table shows the comparison of cryptographic strength after ShiftRows transformation. The plaintext is in English and Tamil. The mean, standard deviation, runs test score, and randomness are calculated. The results show that the ShiftRows transformation is effective in increasing the cryptographic strength of the plaintext.","Beginning with their Master's degree work, the number of years the participants had spent doing literary criticism ranged from two to 50 years. The majority of the degrees held by the participants were granted by North American institutions (see Table 2). Of the respondents who provided data about their degrees, over 90% held Bachelor's, Master's, and Doctoral degrees; however, there were two who did not have a Bachelor's degree, 12 who did not obtain the Master's degree, and 15 who did not have a doctorate. There were very few critics who had more than three degrees.",26.58%,75.53%,81.26%,15.64%,75.54%
14,images/F24.png,Error: Invalid response from model,"The research-phases model of the literary critical process eveloped from the present study incorporates both scholarly activities and information functions 4 (see Figures 3). The model incorporates six stages: idea generation, preparation, elaboration, analysis and writing, dissemination, and further writing and dissemination. During the first stage, the literary critic generates and develops an idea. The activities during this stage are mainly solitary, with the exception of literary critics wishing to discuss their idea(s). Information is used minimally and for the purpose of developing ideas and identifying the literary text(s) to be used.",4.66%,59.49%,80.55%,0.00%,81.29%
15,images/F25.png," The presented methodology consists of the following steps:
1. Create a digital ontology knowledge base.
2. Create a dataset of question-answer-passage triples.
3. Data preprocessing.
4. Use an IR module to select segments of text that contain answers.
5. Fine-tune a pre-trained BERT model to identify answer spans in the selected text segments.
6. Implement the methodology and evaluate it on a prototype.","A multi-head cross-attention layer is added to each layer of the text classifier to allow it to attend to the features of the visual encoder. The figure depicts the integration into a single layer of the textual encoder. Each answer candidate is concatenated with the question and separately encoded by our model using Bert (Devlin et al., 2019). Visual features are extracted from the flowchart image using the Vision Transformer (ViT) (Dosovitskiy et al.,2021) which BERT can attend to during encoding using cross-attention (cf. Figure 3). After encoding, we obtain a probability distribution over the answer candidates using a linear layer.",31.59%,80.53%,83.27%,28.66%,75.62%
16,images/F26.png," The table shows the classification statistics of geology ontology. There are 16 types of geology ontology, and the number of concepts in each type is listed. The most common type is Minerals Geology, which has 13,794 concepts. The least common type is Hydrogeology, which has only 15 concepts.","Typically, a sequence-to-sequence model comprises an encoding and decoding stack as depicted in Figure 1. During encoding, a numerical embedding of the input sequence is determined, which is subsequently used by the decoder stack to generate the output sequence in an autoregressive way. The decoder iteratively processes the preceding output sequence together with the numerical embedding of the encoder to predict the next token (e.g., a word). The iterative decoding is stopped as the decoder predicts the end of the sequence as the next token.",32.81%,83.70%,81.94%,23.77%,71.25%
17,images/F27.png," The input layer consists of the input tokens, which are converted into vectors by the word embedding layer. The word embedding layer is followed by the encoding layer, which consists of a series of Transformer blocks. The Transformer blocks are responsible for learning the relationships between the input tokens and generating a contextualized representation of the input. The contextualized representation is then passed to the answer layer, which consists of a feed-forward network and a softmax layer. The feed-forward network is responsible for learning a mapping from the contextualized representation to a vector of logits. The softmax layer is responsible for converting the logits into a probability distribution over the possible answers.","The probabilities, shown in Figure 4, for the transition between the subprocesses are selected based on our experience to generate realistic process flowsheets sufficient for pretraining the model. The utilization of fixed probabilities result in a general structure of the process flowsheet consisting of feed treatment, followed by reaction, thermal separation and final conditioning",43.11%,91.51%,82.03%,44.05%,80.32%
19,images/F29.png," This is a flowchart of the NetLogo program. The program starts by setting up the simulation parameters. Then, it creates agents and assigns them attributes. It also creates an external environment and network and assigns attributes to them. Next, it defines the motivational factor and sets up the survey.

The program then calculates the social learning function and the behavioral function for each agent. It also updates the agent's behavior and checks if the agent is participating in the DR program. If the agent is participating in the DR program, the program updates the agent's state.

The program then checks if the simulation has reached the end. If it has, the program displays the results. Otherwise, the program repeats the steps from Step 2 to Step 4.","Table 1, we summarize three major types of methods to tackle this problem: (1) rule-based (string matching, dictionary-based, statistical model, etc.) algorithms, (2) machine learning algorithms, including recently developed deep learning methods, and (3) hybrid models combining both approaches. The first generation of tools for clinical concept recognition were either dictionary-based or rule-based approaches, such as MetaMap,18 NCBO annotator,19 ClinPhen,20 and the AhoCorasick algorithm used in Doc2HPO.",15.41%,73.67%,80.90%,38.06%,84.56%
20,images/F3.png," This is a medical decision tree which is used as a diagnostic tool to help healthcare professionals determine the cause of a patient's symptoms. The tree is based on the patient's answers to a series of questions about their symptoms. Each question leads to a different branch of the tree, and the final branch of the tree will indicate the most likely cause of the patient's symptoms.","The results of Sub-Bytes in Table 2 show that the Tamil texts achieve significant randomness with scores that range from 0 to 0.355 and an average score of 0.088. We can also observe that Tamil sentence 1 has achieved a perfect randomness based on the runs test score, while Tamil sentences 3, 4, and 5 achieve very high randomness.",21.16%,55.88%,82.26%,43.28%,76.92%
21,images/F30.png," In this paper, a methodology is proposed for the classification of Parkinson’s disease using machine learning techniques. The methodology consists of five main steps:
1. Pre-processing of datasets: In this step, the datasets are pre-processed to remove any missing values and outliers.
2. Numericalization: In this step, the categorical variables in the datasets are converted into numerical variables.
3. Normalization: In this step, the numerical variables in the datasets are normalized to have a mean of 0 and a standard deviation of 1.
4. Classification: In this step, different machine learning algorithms are used to classify the datasets into different classes.
5. Prediction and performance metrics: In this step, the performance of the machine learning algorithms is evaluated using different performance metrics.",Table 3 shows the results after the application of ShiftRows transformation of the AES encryption flow to the Tamil texts used. The results show that the Tamil texts yield the randomness with runs test scores that range from 0.355 to 1.068 and an average score of 0.6068.,30.93%,87.70%,82.04%,40.44%,75.40%
22,images/F31.png, The image shows how to generate figure captions via text summarization. The model takes the scientific paper and the target figure as input. It then extracts the paragraphs that mention the figure and generates a summary of those paragraphs. The summary is then used as the caption for the figure.,"The responses from ChatGPT-3.5 and the content of the ""Epilepsy Patient and Caregiver Guide"" were also compared and assessed against the responses generated by ChatGPT-4. The performance of ChatGPT-4 was rated as “much better,” “better,” “similar,” “worse,” or “much worse” than that of the other two sources. In cases where the evaluations of the two raters differed, the final assessment was derived using the method presented in Table 1.",45.61%,63.81%,82.85%,34.65%,79.58%
23,images/F32.png," The table shows the BLEU-4 scores between captions and mentions of each figure. The BLEU-4 score is a measure of how similar two pieces of text are. It is calculated by comparing the n-grams (sequences of n words) in the two pieces of text. The higher the BLEU-4 score, the more similar the two pieces of text are.

The table shows that the BLEU-4 scores for the first mention of a figure are higher than the BLEU-4 scores for the random mention of a figure. This suggests that the writers of the captions may give more details when they first introduce a figure. This is perhaps because the first mention of a figure is more important than the random mention of a figure, as it is the first time that the reader is introduced to the figure.","An overview of the proposed methodology is demonstrated in Fig. 1. The presented approach consists of two important modules: the information retrieval (IR) module and the pretrained BERT model. The IR module aims to choose segments of a set of texts that includes a list of answers. Then, the BERT model recognizes an answer span from the sentence clause based on the combination of segments. The core stages of the presented approach are as follows: (1) domain-geoscience ontology construction, (2) data preprocessing, (3) dataset development, (4) BERT module training and testing, and (5) approach evaluation and prototype development.",50.92%,70.26%,81.18%,46.96%,84.70%
24,images/F33.png," The table shows the results of human evaluation on the generated text. The first column is the name of the model, the second column is the average rank of the model, and the third column is the caption of the model. The model with the lowest average rank is the best model. In this case, the best model is the BTR model.","An ontology, as an information model, can explicitly represent specific domains by defining concepts (e.g., geological entities, strata) and various relationships between concepts (e.g., spatiotemporal relationships, functional property relationships). The detailed statistical results are demonstrated in Table 2. Considering the relevance and practicality of geological research, we select 11 categories as the object of this study.",28.77%,82.64%,83.02%,43.01%,91.17%
25,images/F34.png," In this example, the original question is ""Prim's Algorithm is used to solve what problem?"". The system then generates three distractors:
(A) Finding the lowest parent of a heap
(B) Minimum spanning tree
(C) Shortest path in a graph from a source
(D) Sorting integers

The system then generates a new question stem ""Prim's Algorithm is used to solve what problem?"" and uses the distractors generated above to form a multiple-choice question.","The representation vector c obtained by BERT can be used for subsequent classification tasks. The [SEP] mark needs to be placed between two sentences to separate the two input sentences, while the [MASK] mark is used to cover some words in the sentence to use the [MASK] vector output in the BERT model to predict the word.",33.34%,60.86%,82.00%,44.44%,77.22%
26,images/F35.png," The figure shows an overview of how to generate answer choices for a question stem with LLMs. 
- The process starts with a question stem, which is then used to generate three prompts. 
- Each prompt is then used to generate three responses, resulting in a total of nine responses. 
- These responses are then used to generate nine LLM-generated groups of distractors and answers.","Our platform offers a streamlined, automated text analysis process that accepts plain text and produces structured data.Figure 1 illustrates the complete workflow. First, we extract the title and abstract from an article and use GPT-3.5, guided by question ①, for an initial screening to identify articles focused on new material research. If the model deems it relevant (judged as True), we proceed to the next step:",14.98%,85.59%,83.49%,40.90%,80.17%
27,images/F36.png," The data generation pipeline consists of three main steps:

- Figure extraction: In this step, figures are extracted from the PDF files. 
- Clustering: In this step, the extracted figures are clustered into different groups based on their visual similarity. 
- Automatic annotation: In this step, the clusters are labeled with the corresponding metadata.",Two scenarios are developed to test how social learning would affect the willingness to participate among consumers. The results for each of these scenarios are obtained from the application of the ABM simulation framework which previously detailed described in Fig. 2. The primary results are illustrated through a series of graphs that depict the proportion of agents willing to engage in the DR program. These engagements are colour-coded by green patches on consumers and graphs are,32.86%,87.06%,82.31%,31.22%,78.76%
28,images/F37.png," The Venn diagram shows the numbers of extracted images. There are three categories: PDF Figures 2, DeepFigures, and the intersection of both. The numbers in the circles represent the number of images in each category. For example, the number in the circle that represents the intersection of PDF Figures 2 and DeepFigures is 9,046. This means that there are 9,046 images that are in both the PDF Figures 2 dataset and the DeepFigures dataset.",The end to end flow diagram of the implemented hybrid intrusion detection system is represented in the following Fig. 2. The datasets are preprocessed using numericalization and normalization. The preprocessed train and test data passed as input to the models. The models predict malicious and classify as multi class malicious then evaluated and analyze the performance.,44.76%,85.93%,82.49%,45.95%,76.37%
29,images/F38.png," | Dataset | Labels | #Figures | Image Source |
|---|---|---|---|
| Deepchart | 5 | 5,000 | Web Image |
| Figureseer | 5 | 30,600 | Web Image |
| Prasad et al. | 10 | 653 | Web Image |
| Revision | 5 | 2,000 | Web Image |
| FigureQA | 5 | 100,000 | Synthetic figures |
| DeepFigures | 2 | 1,718,000 | Scientific Papers |
| DocFigure | 28 | 33,000 | Scientific Papers |
| ACL-FIG-PILOT | 19 | 1,671 | Scientific Papers |
| ACL-FIG (inferred) | - | 112,052 | Scientific Papers |","As shown in Figure 1, our system then automatically summarizes all the extracted Mentions (or Paragraphs) into a figure caption. In this work, we used PEGASUS, an abstractive summarization model [59], and fine-tuned it on our dataset. Figure 1 overviews the proposed pipeline. The system extracts all Mentions (or Paragraphs) associated with a target figure from the document and summarizes them to generate a caption. This section describes each step of the pipeline. Our proposed system",0.37%,13.05%,77.15%,0.00%,53.52%
30,images/F39.png,Error: Invalid response from model,"For captions we examined first caption and whole caption. The results are shown in Table 1. The extremely low BLEU-4 score for the Random Sentence baseline (First: 0.01, Whole: 0.01) indicates that a randomly selected sentence has very limited information related to the caption. In contrast, the results for First Mention (First: 9.39, Whole: 10.54) and Random Mention (First: 9.15, Whole: 10.28) show the presence of significantly more information relevant to the caption. All scores in First Mention are slightly better than the corresponding ones in Random Mention, suggesting that writers tend to give more detail when they first introduce the figure.",0.00%,72.61%,79.77%,0.00%,74.43%
31,images/F4.png," The figure shows the flowchart of the proposed IRI detection method. The inputs of the method are multi-view IR images and patient-specific breast models. The outputs are the predicted tumor size and location. The method consists of three main steps: (1) thermal simulation, (2) image registration, and (3) IRI detection. In the thermal simulation step, the initial parameters of the breast model are updated using a thermal simulation process. In the image registration step, the computed images are registered to the multi-view IR images. In the IRI detection step, an IRI detection algorithm is used to detect the IRI in the registered images. The predicted tumor size and location are then obtained.","Figure 3 shows two samples of generation output. The information generated by Pegasus𝑃+𝑂+𝐵 could be helpful (A), but it could also introduce factual errors (B)",13.01%,80.37%,81.31%,35.12%,76.37%
32,images/F40.png," The table shows an example of input and output in wikibio. The input is a list of field names and values. The output is a sentence that is generated from the input data. The sentence is generated by concatenating the values of the fields in the order that they appear in the table. In this example, the output sentence is ""abhinay deo is an indian film director"".","Professor Avery could rapidly draft question stems and then following the process outlined in Figure 1, she could use a prompt with each question stem to automatically generate a list of answer choices with the correct answer marked using an ’(X)’ symbol. The example question stem in Figure 1 asks the test-taker to provide the type of problem that Prim’s Algorithm would be used to solve. The LLM generates a correct answer and three distractors.",32.20%,79.92%,83.14%,45.48%,81.43%
33,images/F41.png," The figure shows the approach to extract information from scientific documents. The approach consists of three main steps: training, assisted annotation, and inference. In the training step, a sequence-to-sequence model is trained on a dataset of manually annotated chemical named entities and their corresponding structures. In the assisted annotation step, the trained model is used to partially annotate a new dataset of chemical named entities and their corresponding structures. The partially annotated dataset is then manually corrected. In the inference step, the retrained model is used to extract chemical named entities and their corresponding structures from new chemical documents.","To generate the multiple choice questions, we followed the process outlined in Figure 2. The first step was to randomly select an MCQ from the dataset. From each randomly selected MCQ, we used the question stem to generate a new correct answer and distractors using a large language model (i.e.: GPT-3 or GPT-4). To account for the effect of the prompt, we developed three prompts based on the prompt engineering process described in the previous sub-section.",39.90%,93.80%,83.52%,46.13%,76.06%
34,images/F42.png,Error: Invalid response from model,"The ACL Anthology is a sizable, well-maintained PDF corpus with clean metadata covering papers in computational linguistics with freely available full-text. Previous work on figure classification used a set of pre-defined categories (e.g., [14], which may only cover some figure types. We use an unsupervised method to determine figure categories to overcome this limitation. After the category label is assigned, each figure is automatically annotated with metadata, captions, and inline references. The pipeline includes 3 steps: figure extraction, clustering, and automatic annotation (Figure 2).",0.00%,62.48%,80.76%,0.00%,69.79%
35,images/F43.png," The table shows the statistics of two software specification datasets. The first dataset is Javadoc, which is a dataset of Java API documentation. The second dataset is DocTer, which is a dataset of Python API documentation.

The Javadoc dataset has 674 annotations. The annotations are of three types: preconditions, postconditions, and exceptional postconditions. Preconditions are conditions that must be true before a method is called. Postconditions are conditions that must be true after a method is called. Exceptional postconditions are conditions that must be true if an exception is thrown by a method.

The DocTer dataset has 2,696 annotations. The annotations are of four types: TensorFlow, PyTorch, MXNet, and total. TensorFlow is a library for machine learning. PyTorch is a library for deep learning. MXNet is a library for deep learning. The total is the sum of the number of annotations for TensorFlow, PyTorch, and MXNet.","The numbers of figures extracted by PDFFIGURES2 and DEEPFIGURES are illustrated in Figure 3, which indicates a significant overlap between figures extracted by two software packages.",14.83%,85.12%,81.20%,37.44%,74.52%
36,images/F44.png," The figure shows the typical bioinformatics workflow for RNA-seq data analysis. The input data are the raw sequencing reads in FASTQ format, and the output is a table of gene expression values. The workflow consists of the following steps:

1. **Quality control**. The first step is to check the quality of the sequencing reads. This is typically done using a tool such as FastQC. FastQC will generate a report that summarizes the quality of the reads, including the number of reads, the average read length, and the percentage of reads that are aligned to the reference genome.
2. **Alignment**. The next step is to align the reads to the reference genome. This is typically done using a tool such as STAR. STAR will generate a SAM file that contains the alignments of the reads to the reference genome.
3. **Transcript quantification**. The third step is to quantify the expression of the genes in the RNA-seq data. This is typically done using a tool such as Cufflinks. Cufflinks will generate a table of gene expression values, which can be used to identify differentially expressed genes.
4. **Quality control**. The final step is to perform quality control on the RNA-seq data. This is typically done by examining the alignment statistics and the gene expression values. The alignment statistics can be used to identify regions of the genome that are poorly aligned, and the gene expression values can be used to identify genes that are not expressed.","There are several existing datasets for figure classification such as DocFigure [12], FigureSeer [10], Revision [7], and datasets presented by [13] (Table 1). FigureQA is a public dataset that is similar to ours, consisting of over one million question-answer pairs grounded in over 100,000 synthesized scientific images [14] with five styles.",11.33%,56.49%,79.88%,37.16%,83.48%
37,images/F45.png," Figure 2: The overall workflow of the data augmentation for creating SciCap+ dataset. For each figure in SciCap+, we extracted OCR tokens, OCR bounding boxes, body text, and mention-paragraph.","The February 13th 2023 release of OpenAI’s ChatGPT (a version of GPT-3.5) was given a basic prompt requesting scientific citations, to which it replied with several hallucinations. The results of this interaction are summarized in Table I. However, after providing the same prompt to ChatGPT using the GPT-4 model, the response",14.68%,86.16%,83.04%,19.92%,71.92%
38,images/F48.png," abc Text
(a) Annotation of data in the text.

Table
(b) Annotation of data in tables.

Figure
(c) Annotation of data in figures.

Figure 1: Example annotation format output. Data is distributed via three sources: (a) text, (b) table and (c) figure. The type of Data is one of composition (x), characterization (v), or performance property (p). Multiple compositions are denoted as \(CoMnGa\), \(Co_2MnGa\) and \(CoMn_2Ga\).","The input of the NLDT is a table which includes a series of field-value pairs. Then after embedding, encoding and decoding, it outputs an intermediate text including three types of words. Finally, NLDT outputs the natural language text through word conversion from the intermediate text. Table I represents an example of input and output text in WIKIBIO using NLDT.",31.00%,51.65%,81.04%,47.47%,77.54%
39,images/F49.png," The table shows zero-shot and few-shot performance metrics on the WebNLG test set evaluated by BLEU, METEOR, TER, and BERTScore-F1. The best value per metric is indicated in bold.

For the zero-shot setting, the best performing model is LLaMA-7B with a BLEU score of 0.06, a METEOR score of 0.21, a TER score of 1.03, and a BERTScore-F1 score of 0.84. 

For the few-shot setting, the best performing model is LLaMA-7B with a BLEU score of 0.52, a METEOR score of 0.41, a TER score of 0.42, and a BERTScore-F1 score of 0.96.","As a separate experiment, we evaluated the use of partially trained LLMs in a “human-in-the-loop"" annotation process for constructing outputs with the GPT-3/General-JSON, as seen in Fig. 2. . To accelerate the collection of training data, new annotations are collected via a “human in the loop"" approach where models are trained on small datasets and their outputs are used as starting points and corrected by human annotators (see Fig. 2.) This process of training and annotation is completed multiple times until a sufficiently large set of training data was achieved. Each dataset was annotated by a single domain expert annotator.",24.35%,79.97%,80.91%,46.21%,79.43%
40,images/F5.png," This flowchart describes the process of fact checking a news article. It starts with the text breakdown and labeling, and then goes through methodological analysis and content analysis. The content analysis is divided into two parts: Phase I and Phase II. After that, the results are checked for correctness and a final determination is made.","Table 3 shows the adjusted scores based on manual scoring. It assess if the model extracts equivalent information to that of the true annotation - regardless of the exact form. Simply, if a domain expert would agree the model’s extraction and the true extraction are equivalent, the model’s extraction is marked as correct.",26.17%,90.48%,84.44%,44.24%,73.49%
