index,Image Name,AI generated Summary,Author Summary,Cosine_Similarity Score,ROUGE-WE,BertScore,BLEU Score,METEOR Score
17,107.jpg," The table shows the results of a bootstrap analysis. The analysis was conducted to determine the 95% confidence intervals for the coefficients in a linear regression model. The dependent variable in the model was selected medium, and the independent variables were closeness, AwkEmbar, effectiveness, convenience, money, AwkEmbar*Closeness, effectiveness*Closeness, convenience*Closeness, and money*Closeness.

The results show that the coefficients for closeness, AwkEmbar, effectiveness, convenience, and money are all significant at the .05 level. The coefficients for AwkEmbar*Closeness, effectiveness*Closeness, convenience*Closeness, and money*Closeness are not significant.

The 95% confidence intervals for the coefficients show that the range of values that the coefficients could plausibly take on is relatively large for some of the coefficients. This suggests that the results of the analysis are not particularly precise. However, the confidence intervals do not include zero for any of the significant coefficients, which suggests that the results are reliable.","This paper proposes a method and an algorithm to design a queuing network in terms of parallel test stations at city entrance links. Since the queuing network optimization is based on traffic inflow prediction, a two-stage model is proposed. The first stage is traffic inflow prediction, and the second stage is queuing network optimization. Fig. 2 shows the model's conceptual framework. The first stage is a feedback procedure between trip distribution and traffic assignment. It is usually known as transportation system equilibrium. The detailed models are elaborated on in the following sections.",30.78%,87.79%,80.47%,44.06%,72.16%
18,108.jpg, Results of the Mixed Model ANOVA and Cronbach’s alpha for the averaged scores of the items in each index.,We also present a practical flowchart for deciding which algorithm to use in each specific use case: We believe that this flowchart is a unique contribution to DL users as it can help identify which techniques to use for different use cases in a simple way (Fig. 3). ,6.10%,71.75%,83.21%,9.53%,76.15%
19,109.jpg," The figure shows the research model. The model consists of eight constructs: SHA characteristics, perceived creepiness, resistance, perceived ease of use, perceived usefulness, and intention to use. The constructs are related to each other as follows:
- SHA characteristics have a positive effect on perceived creepiness.
- Perceived creepiness has a positive effect on resistance.
- Resistance has a negative effect on perceived ease of use and perceived usefulness.
- Perceived ease of use and perceived usefulness have a positive effect on intention to use.","All articles for this study were retrieved from the Web of Science Core Collection (WoSCC) database and published between January 1, 2003, and December 31, 2022. The retrieval strategy included the topics ?tuina?, ?Chinese manipulation?, ?Chinese massage?, ?Chinese? and the topic ?manipulation or massage?. Overall, 2064 papers were retrieved and screened according to the following inclusion criteria: (a) written in English, (b) with an abstract, and (c) original articles or reviews. Overall, 1902 articles were obtained, screened, and excluded independently by two researchers (BZ and TY). Any disagreements were resolved by a third researcher (MWS). Finally, 25 studies published in 2023 were excluded, and 1877 studies were included (Fig. 1).",11.55%,68.59%,80.21%,29.52%,75.15%
20,11.jpg," The figure presents a Venn diagram with three circles. The circles represent three types of signals: signals in the form of scientific impact, signals in the form of economic impact, and signals in the form of social impact. The first type of signal is transmitted through scientific outlets, such as books, articles, and conference papers. The second type of signal is transmitted through patents. The third type of signal is transmitted through media outlets, such as newspapers, magazines, and blogs. The size of the audience reached by each type of signal is represented by the area of the circle. The Venn diagram shows that the signals in the form of scientific impact are captured by citations in other publications. The signals in the form of economic impact are captured by citations in patents. The signals in the form of social impact are captured by mentions in mass media.","As shown in Fig. 2, four scenarios (system design, design calculation, procedural and coordination) are considered in this examination for evaluating the three knowledge capabilities (recall, analysis and application) of HVAC designers. These scenarios comprise of key concepts, knowledge, and skills related to HVAC design. Each scenario contains multiple various tasks. System design involves the fundamental concepts and terms in HVAC design, such as conditions, variables, and operational parameters. Tasks in this scenario include ?size supply, return, and exhaust ducts?, ?create HVAC zoning and sensor locations?, and so on. Design calculation involves the tasks related to calculations for HVAC design, such as calculating HVAC system requirements and supporting project estimates for system selection. Procedural focuses on the processes executed by HVAC designers, including analyzing compliance with codes and standards, reviewing shop drawings, performing field reviews, etc. Coordination includes the tasks that need cooperation among multiple project stakeholders, such as ?assist in basis of design development?, ?coordinate HVAC equipment space requirements? and ?comply with client specs and performance?.",24.51%,89.54%,81.03%,39.22%,86.55%
21,110.jpg," This image shows the consensus mental model of the factors that influence people's willingness to use wearable health technology. The model was developed through a series of interviews with potential users of wearable health technology. The factors that emerged from these interviews were then grouped into two categories: inhibitors and enablers. Inhibitors are factors that make people less likely to use wearable health technology, while enablers are factors that make people more likely to use wearable health technology. The strength of each factor is indicated by the path coefficient, which ranges from 0 to 1. The higher the path coefficient, the stronger the relationship between the factor and the likelihood of using wearable health technology. Perceived usefulness (.33) and perceived ease of use (.11) are the strongest enablers, while perceived privacy concerns (.16) and perceived creepiness (.21) are the strongest inhibitors.","The performance test flowchart of LLM models is illustrated in Fig. 4. The prompt is generated using the prompt template. It consists of two parts: instruction and question. Instruction explains the task that LLMs should conduct, which is ?Answer the following single-choice questions about CERTIFIED HVAC DESIGNER exam and explain the reason:? for this study. ",34.74%,82.83%,82.05%,40.43%,73.42%
22,111.jpg," All the items have high factor loadings, which indicates that they are all good measures of the latent variable."," Fig. 3 shows some typical questions as instances. These questions can be applied to test the recall capability to remember key concepts of HVAC design (?What does a system manual typically include??), the analysis capability to solve questions that are focused on deep insights and analysis (?What's the MOST accurate statement about the task of sequencing heating and cooling??), and the application capability to answer calculation questions (??calculate the total pressure of a centrifugal fan?).",17.43%,77.97%,82.37%,2.67%,74.88%
23,112.jpg, Table 3. Results of the structural equation model.,"Distinguished from being created by human authors, AIGC refers to the automated creation of large-scale content in a manual-cost saving way based on Generative AI (GAI) techniques (Cao et al., 2023). Developed based on GAI techniques from GAN (Goodfellow et al., 2020) to ChatGPT (C. Zhang et al., 2023), AIGC technically refers to utilizing the GAI algorithms for content generation in the context of human instructions that would guide the model to complete the required task, with minimum human engagement in the production process (Fig. 1).",15.59%,71.98%,83.71%,0.00%,84.02%
24,113.jpg," The figure shows the relationships between job resources, personal resources, technology-driven hindrance stressors, technology-driven challenge stressors, and workarounds.
Job resources are formal and informal support structures. Personal resources are trait resilience. Technology-driven hindrance stressors are technology-driven role stressors and technology-driven time stressors. Technology-driven challenge stressors are technology-driven learning stressors and technology-driven emotional stressors. Workarounds are coping strategies.
The relationships between the variables are as follows:
- Job resources have a negative relationship with technology-driven hindrance stressors.
- Job resources have a negative relationship with technology-driven challenge stressors.
- Personal resources have a negative relationship with technology-driven hindrance stressors.
- Personal resources have a negative relationship with technology-driven challenge stressors.
- Technology-driven hindrance stressors have a positive relationship with workarounds.
- Technology-driven challenge stressors have a positive relationship with workarounds.
- Job resources have a negative relationship with workarounds.
- Personal resources have a negative relationship with workarounds.",The historical view of the development of Generative AI is given in Fig. 2.,3.09%,73.40%,81.16%,34.24%,57.17%
25,114.jpg," The figure shows the structural model with standardized path coefficients. All hypothesized relationships were supported. Workarounds were positively related to personal resources (β = 0.36, p < 0.01) and trait resilience (β = 0.26, p < 0.01). Technology-driven hindrance stressors were positively related to workarounds (β = 0.20, p < 0.05), and technology-driven challenge stressors were negatively related to workarounds (β = -0.18, p < 0.05). Finally, personal resources were positively related to trait resilience (β = 0.56, p < 0.01). All control variables were significantly related to workarounds, except for age.","The autoregressive model can be interpreted as a feedforward network incorporating all the preceding contextual information, which forms the foundation of GPT models. In an early stage, models from GPT-1 to GPT-3 are built based on the decoder-only Transformer architecture below and further fine-tuned on specific tasks (Fig. 3).",8.91%,75.33%,80.34%,36.96%,59.26%
26,115.jpg," The table shows the frequency and percentage of each category, as well as the non-response bias tests (early vs. late 25% of respondents). The t-value and p-value are also shown.

For gender, the t-value is 0.87 and the p-value is 0.32. This means that there is no significant difference between the early and late respondents in terms of gender.

For age, the t-value is 0.96 and the p-value is 0.40. This means that there is no significant difference between the early and late respondents in terms of age.

For education, the t-value is 1.33 and the p-value is 0.22. This means that there is no significant difference between the early and late respondents in terms of education.

For usage experience, the t-value is -1.20 and the p-value is 0.19. This means that there is no significant difference between the early and late respondents in terms of usage experience.","GPT-3.5 and GPT4. On top of the GPT-3 model, the GPT-3.5 is extended with supervised finetuning, and reinforcement learning with human feedback (RLHF) (Christiano et al., 2017; Ouyang et al., 2022). Capturing a large number of language patterns and representations, GPT-3.5 is then expected to logically generate suitable content in the specific contexts. Therefore, pairs of prompts and the corresponding answers written by human labeler are constructed as the dataset for the supervised fine-tuning (Fig. 4), namely instruction tuning (Wei et al., 2022), and large-scale code data are used for model enhancement as well (Chen et al., 2021). Furthermore, considering a higher-level human-machine alignment and the creativity of the model to avoid boilerplate answers, the RLHF is applied to the model, in which a reward model is trained firstly based on the data given by human labeled that indicate the rank of the generated contents for a single prompt, and is then used to give the rewards for the outputs to update the model policy using Proximal Policy Optimization (PPO) (Schulman et al., 2017) in the large loop. Due to the data label-independent property, RLHF punishes and rewards the model behavior and plays the significant role in the breakthrough of GPT-3.5 (Fig. 4). Beyond unimodality, the latest GPT-4 model can handle multimodal tasks from image and textual input to textual output process multimodal input. Despite of the unreleased technical details, GPT-4 demonstrates higher capacity of understanding and human alignment, indicating the continuation of the previous but enhanced training framework.",45.16%,79.49%,78.31%,27.09%,86.50%
27,116.jpg," Table 1 shows the descriptive statistics, reliability coefficients, and correlations among the study variables. All of the variables were normally distributed, and the reliability coefficients were all above 0.70, indicating good reliability. The correlations between the variables were all significant at the 0.05 level, except for the correlation between age and gender, which was not significant.","Disinformation Creation with LLMs (Borji, 2023): Feed the generated prompt into a LLMs to produce high-quality, persuasive disinformation content in different flavors. For instance, using an LLM like GPT-4, the input prompt could generate false news articles outlining alleged unethical behavior by the targeted candidate, complete with fabricated quotes and supporting evidence. A flow diagram for this process can be seen in Fig. 8.",16.19%,92.21%,82.09%,34.06%,67.66%
28,117.jpg," From the table, we can see that:

M11, M12, M13, F11, F12, F13 are in the Marketing, Logistics, Development planning department.
M21, M22, M23, M24, F21 are in the Finance, Logistics, Human resource department.
M31, M32, F31, F32, F33 are in the Finance, Marketing, Human resource, Logistics department.
M41, M42, M43, F41 are in the Human resource, Development planning department.","Disinformation Packaging: Create a suitable presentation for the disinformation content, such as a fabricated news article, social media post, or multimedia message. This may involve developing fake headlines, crafting misleading images or thumbnails, and selecting eye-catching formatting styles using AI tools such as break your own news1 and Midjourney2: a tool for generated life like images (Oppenlaender, 2022). This can also be given to an AI video-generating tool such as Synthesia3 to generate an AI anchor for reading out the script for the article. For example, the fabricated article could be given a sensational headline like ?Shocking Scandal: Candidate X Caught in Corruption Scheme!? and paired with an edited image of the candidate in a compromising situation. This can then be made into a video using Synthesia and reported as a news channel report. The flow of this step can be seen in Fig. 9.",12.56%,77.21%,77.61%,10.51%,69.40%
29,118.jpg, **Figure 1.** Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) flow diagram.,"Content Dissemination: Execute the dissemination strategy by posting the disinformation content on the designated social media platforms using the fake or compromised accounts. For example, share the fabricated news article on Twitter, Facebook, and Reddit, using the established accounts and following the planned dissemination strategy. This has been illustrated in Fig. 10.",4.19%,41.62%,81.12%,1.91%,76.04%
30,119.jpg," The figure shows the relationships between data breach facilitators and data breach impacts in the context of health data breaches. Data breach facilitators are the factors that make it easier for a data breach to occur, while data breach impacts are the negative consequences of a data breach.

The data breach facilitators identified in the study are:
* Non-compliance
* Lack of awareness
* Data protection failure in third-party sources
* Organizational characteristics
* Inappropriate collective responses

The data breach impacts identified in the study are:
* Privacy concerns
* Health information sharing
* System use
* Stakeholder trust
* Care quality
* Trust repair costs

The study found that there are significant relationships between data breach facilitators and data breach impacts. This means that organizations that have strong data protection practices are less likely to experience a data breach, and if they do experience a data breach, the impact will be less severe.

The study also found that the type of data that is breached can have a significant impact on the severity of the breach. For example, a breach of health information can have a more serious impact than a breach of financial information.

The study's findings suggest that organizations need to take steps to improve their data protection practices in order to reduce the risk of a data breach and to mitigate the impact of a breach if it does occur.","To implement a domain-aware question-answering (QA) system, LeanContext implements a traditional retrieval augmented generation (RAG) framework (Lewis et al., 2020). The RAG system is constructed through two distinct phases: (a) domain data ingestion and (b) query-response. Fig. 2 illustrates the workflow of a domain-aware QA system based on RAG.",15.69%,57.51%,79.82%,36.18%,76.65%
31,12.jpg, The figure shows the system architecture of the proposed approach. The user interface module interacts with the user and collects the search query. The search module then retrieves the relevant documents from the knowledge bases. The interaction processing module processes the user’s interaction with the system and extracts the user’s preferences. The recommendation module uses the extracted user preferences and the retrieved documents to generate recommendations. The knowledge bases store the documents and the user’s interaction data.,"For context-based QA, generally, the answers reside within a couple of sentences. If the smallest amount of context for a certain question can be identified, the same response can be provided by LLMs at a lower cost i.e. less prompt tokens. So, identifying the top-sentences can reduce the context without compromising accuracy. Motivated by this simple idea, we propose LeanContext which is shown in Fig. 3.",28.91%,85.31%,83.19%,38.53%,76.15%
